particle,medium,element,direction,comments,example
Hasta,Escrito,Sintagma Preposicional,derecha,,"El que apremiaba al redactor era un veterano, Pedro Gómez, uno de esos tipos curtidos en cientos de broncas, capaz de sacar una buena foto, con vida, hasta en el bautizo de la nieta de cualquier cantante folklórica"
Hasta,Escrito,Sintagma Preposicional,derecha,,"Dependería del tono de Rachid, del humor de la mujer en ese momento, hasta de la niña, que los papeles de Takako llegaran o no a mis manos"
Hasta,Escrito,Sintagma Preposicional,derecha,,"Sólo que veo difícil subir a Barrio con mi coche, y hasta con el otro, si me apura"
Hasta,Escrito,Sintagma Preposicional,derecha,,"El caso es que luego te reuniste con Anita en Suiza, y en Roma, y otras veces en Londres, y en Nueva York, y hasta en Casablanca"
Hasta,Escrito,Sintagma Preposicional,derecha,,"Y también puedes hablarles del magistral de Palermo, y hasta de Zeus y Leda"
Hasta,Escrito,Sintagma Preposicional,derecha,,"Alcanzar la imagen aumentada de nosotros mismos es un modo de crecer tan digno como estudiar una carrera. Lo que pasa es que yo, cada día, amanezco más bajito; vamos, que me disminuyo... hasta de osamenta"
Hasta,Escrito,Sintagma Preposicional,derecha,Anteposición del Sintagma Preposicional,"Hasta en eso era machista la sociedad, que permitía antes gozar en público de su homosexualidad a las mujeres que a los hombres"
Hasta,Escrito,Sintagma Preposicional,derecha,Anteposición del Sintagma Preposicional,"Luego empezaron otros con lo de la dieta mediterránea y ahora hasta de mil pesetas, y más, compra la gente aceite de oliva"
Hasta,Escrito,Sintagma Preposicional,derecha,Anteposición del Sintagma Preposicional,"O hasta a Paquita si la lía mucho mi mujer, se le hace tarde"
Hasta,Escrito,Sintagma Preposicional,derecha,Anteposición del Sintagma Preposicional,"Lo estuvimos buscando por todas partes y no aparecía, hasta del cuartelillo salieron de batida"
Hasta,Escrito,Sintagma Preposicional,derecha,Anteposición del Sintagma Preposicional,"De buena os he librado, les dijo días más tarde don Miguel en el casino, ya lo sabían tu mujer y tu novia, y hasta la bendita de tu hermana, añadió dirigiéndose a Joaquín, seguro que hasta al convento han llegado los vientos de vuestra hazaña"
Hasta,Escrito,Sintagma Preposicional,derecha,Anteposición del Sintagma Preposicional,Hasta a sus queridas aburren
Hasta,Escrito,Cláusula de gerundio,derecha,,la situación empezaba a superarla y andaba ya hasta traicionando sus convicciones más profundas sobre una relación
Hasta,Escrito,Cláusula de gerundio,derecha,,"mientras el agente López tiraba en busca de la familia de ese pobre Romero, casi empujando la ambulancia, tal cual, y hasta abriéndole paso al enfermo"
Hasta,Escrito,Dentro de una perífrasis,derecha,,Pues me ha explicado el infeliz que ha llegado hasta a pensar en robar
Hasta,Escrito,Oración subordinada,derecha,,"La televisión lo coge todo, hasta lo que no debe"
Hasta,Escrito,Oración subordinada,derecha,,"La televisión lo coge todo, hasta lo que no debe"
Hasta,Escrito,Oración subordinada,derecha,,A veces salen algunos que hasta parece que les huele mal el aliento
Hasta,Escrito,Oración subordinada,derecha,[VSG. ¿Ejemplo de estructura insubordinada?],"Si hasta te pagas tú la entrada, hombre"
Hasta,Escrito,Oración subordinada,derecha,[VSG. ¿Ejemplo de estructura insubordinada?],"Vamos, que hasta he visto el proyecto, incluidos los planos y el vídeo de la pirámide, y que hasta conozco a los... sujetos que lo están impulsando"
Hasta,Escrito,Oración subordinada,derecha,,Le contaba con una recobrada alegría que hasta se hizo coqueteo
Hasta,Escrito,Oración subordinada,derecha,,"No con be, de ir para arriba, que también los hay, no te creas, Mayte, y que hasta suelen ser los mismos, como el doctor siempre dice"
Hasta,Escrito,Oración subordinada,derecha,,"Fíjate, lindeza, que hasta había llegado a pensar que habías cerrado ya tu agencia"
Hasta,Escrito,Oración subordinada,derecha,,Tan amado y tan mimado que hasta tenía dos nombres
Hasta,Escrito,Oración subordinada,derecha,,Eso no significaba sino que quería darle palique y que incluso hasta le gustaba
Hasta,Escrito,Oración subordinada,derecha,,"Pregúntale a la hija de Caballero, que en paz descanse, la de la agencia de viajes, que hasta me ha propuesto un lema que para los postres me guardo"
Hasta,Escrito,Oración subordinada,derecha,,Yo creo que hasta podría ir tu padre
Hasta,Escrito,Oración subordinada,derecha,,Y eso que hoy hasta me han hablado de otro
Hasta,Escrito,Oración subordinada,derecha,,"Y si le doy con tino las voy a dejar muy bien, a lo mejor hasta hago una tacada"
Hasta,Escrito,Oración subordinada,derecha,,"No sé lo que ganas, pero supongo que hasta saldrás beneficiado, a lo mejor te devuelven una parte de lo que te han retenido"
Hasta,Escrito,Oración subordinada,derecha,,Incluso temo que un piso pagado con nuestro propio dinero puede ser que hasta nos lo nieguen
Hasta,Escrito,Oración subordinada,derecha,,"¡Si es que, por ellos, hasta harían las alineaciones!"
Hasta,Escrito,Oración,derecha,Inicio absoluto,"Va diciendo por ahí que es mi novio, hasta me obliga a acompañarle los domingos por la tarde"
Hasta,Escrito,Oración,derecha,Inicio absoluto,"Sobre todo tú, Tomás, no dejas de darme disgustos, hasta has sido incapaz de formar una familia como Dios manda"
Hasta,Escrito,Oración,derecha,Inicio absoluto,"Yo en cambio le he dejado decir siempre lo que le ha venido en gana, hasta le he dicho que estoy de acuerdo con él en muchas cosas"
Hasta,Escrito,Oración,derecha,Inicio absoluto,"Y yo le di, prosiguió Tomás, el nombre de Olga, hasta comencé a escribir una especie de novela"
Hasta,Escrito,Oración,derecha,Inicio absoluto,"Yo la hubiera tratado de otra manera, hasta podría haber llegado a quererla"
Hasta,Escrito,Oración,derecha,Inicio absoluto,"Lo tomamos jugando al billar, no di una a derechas aquel día, hasta saqué una bola de la mesa cuando intenté un retruque, que nunca fue mi especialidad"
Hasta,Escrito,Oración,derecha,Inicio absoluto,"Jorge no tenía ni idea de vinos, eso seguro, ni los bebía ni pertenecía a una familia que apreciara o supiera de esas cosas, pidió la carta de vinos y estuvo mirándola un buen rato, hasta me consultó si prefería uno u otro"
Hasta,Escrito,Oración,derecha,Inicio absoluto,"Preferí callarme, al abuelo no le gustaba, la primera vez que entró en esta casa, el abuelo le cosió a preguntas, y Amador no pudo estar más desafortunado, hasta tuteó al abuelo"
Hasta,Escrito,Oración,derecha,Inicio absoluto,"Al decírmelo estaba cayendo en una actitud defensiva que anulaba todas las ventajas que había querido tomar sobre mí. Bueno, con eso ya era humana y podía tratarla sin tantos miramientos. Hasta existía la posibilidad de que pudiéramos llegar a tratarnos como colegas, lo que es siempre un alivio en circunstancias como aquélla"
Hasta,Escrito,Oración,derecha,Inicio absoluto,¿Cómo iba a olvidarlo? Hasta dicen que ella le inspiró el poema XXV de su Libro
Hasta,Escrito,Oración,derecha,Inicio absoluto,A veces me desconciertas. Hasta pareces un ser humano
Hasta,Escrito,Oración,derecha,"Precedido de otro constituyente (SPrep, SAdv, exclamativo...)","Fíjate, hasta podrías ofrecerte para echar una mano"
Hasta,Escrito,Oración,derecha,"Precedido de otro constituyente (SPrep, SAdv, exclamativo...)",A veces hasta llego a creer que los sacerdotes no servimos para nada
Hasta,Escrito,Oración,derecha,"Precedido de otro constituyente (SPrep, SAdv, exclamativo...)",bueno... en eso de distinto hasta se pasaba tal vez
Hasta,Escrito,Oración,derecha,"Precedido de otro constituyente (SPrep, SAdv, exclamativo...)","Con usted, añadió dirigiéndose a Alfredo, lo mismo hasta llegué a ir a la escuela, pero Dios es sordo, sordo y ciego, me parece que no soy yo quien habla así, que es otra que ha venido a suplantarme, a veces hasta pienso que voy a tener el valor de deciros todo lo que he sufrido"
Hasta,Escrito,Oración,derecha,"Precedido de otro constituyente (SPrep, SAdv, exclamativo...)","La finca se verá bastante bien desde la puerta, a lo mejor hasta nos dejan pasar, estaba de cortijero Basilio, a lo mejor Alberto tenía razón, a lo mejor hasta te alegras"
Hasta,Escrito,Oración,derecha,"Precedido de otro constituyente (SPrep, SAdv, exclamativo...)","A lo mejor no me has reconocido, a lo mejor hasta te has olvidado de que jugabas a encontrarme aquí arriba"
Hasta,Escrito,Oración,derecha,En estructuras coordinantes,"En el chisporroteo de sus ojos estaba el optimismo que no tenía la última vez que le vio, y hasta parecía que la humedad y el silencio le habían devuelto a la vida con fuerzas renovadas"
Hasta,Escrito,Oración,derecha,En estructuras coordinantes,"A él fue, sí, y, por increíble que pueda parecer, hasta me animó a que ejerciera por una vez de historiador"
Hasta,Escrito,Oración,derecha,En estructuras coordinantes,"Y para que a la niña no se le apareciera el fantasma del padre en cada rincón de esta casa, porque el matrimonio se había establecido en esta casa, es grande y tiene cuartos de sobra, hasta llegué a querer un poco a Salvadora viendo la felicidad de mi hija"
Hasta,Oral,Sintagma verbal,derecha,,Yo hasta me creí que el niño estaba vivo
Hasta,Oral,Sintagma verbal,derecha,,Esa es mi opinión y yo hasta puedo creer que estoy equivocado
Hasta,Oral,Sintagma verbal,derecha,,mucha gente se deprime y sufre / y alguno hasta se quita la vida
Hasta,Oral,Sintagma verbal,derecha,,Santiago hasta parece que se te // que se te hace un poco pequeño y tal pero // se vive bien en Santiago
Hasta,Oral,Sintagma verbal,derecha,,y si le veo ganas de aprender eso es lo que me vale // más me da que sepa que no sepa // si a lo mejor la que sabe / hasta prefiero que no sepa
Hasta,Oral,Sintagma verbal,derecha,,Sí sí hay que tra claro y hay que moverse en la vida // este a / yo / hasta te voy a contar otra cosa / a mí me murió mi mujer ha // hace sei // hace siete años para diciembre // hizo seis años en diciembre y yo le repartí mis herencias y de de ella
Hasta,Oral,Sintagma verbal,derecha,,y la mitad de las veces cuando quiero ver algo es que me quedo dormida cuando yo era desde estar / poco menos como me decía ~Javier tú hasta te chapabas el Teletienda porque me daban las tres y cuatro de la mañana
Hasta,Oral,Sintagma verbal,derecha,,Era como un mundo porque / tenías / estabas muy encerrá era aquello / lo que conocías a el barrio / la residencia // eh y la vida la hacías toda allí / ibas al colegio // volvías / para el barrio // nada y era la / claro / el mundo / que tenías / porque yo hasta fui al colegio allí que hoy en día
Hasta,Oral,Sintagma verbal,derecha,Antes de negación,ya sabe que yo no voy a hacer comentarios sobre los responsables políticos // no lo voy a hacer sobre lo que han dicho unos y otros / algunas incluso hasta no las conozco en concreto
Hasta,Oral,Sintagma verbal,derecha,Antes de negación,pero hasta no va a la mi ni a la misa siquiera pero ya digo este
Hasta,Oral,Sintagma nominal,derecha,,es el mismo racismo / que se plantea respecto a los napolitanos se plantea hasta incluso hasta hasta los propios romanos
Hasta,Oral,Sintagma nominal,derecha,,la escena rap en España sigue creciendo // cada vez hay muchos más grupos / grupos que sacan referencias // con mucha más calidad hay mucha más repercusión / pero // yo creo que falta un poco de profesionalización / del medio / desde medios especializados / que los hay pero // más hasta pues no sé locutores o sea / gente que / tenga un programa de radio // técnicos de sonido // gente / profesional currando en un estudio ingenieros de sonido eeh eeh promotores / managers / eeh no sé dale un poco más de especialización al / al movimiento / ¿no?
Hasta,Oral,Sintagma adjetival,derecha,,resulta hasta a aburrido ¿no?
Hasta,Oral,Sintagma adjetival,derecha,,"Y había una mujer, que eso está hasta asqueroso decirlo, que no tiraba la orina por la mañana"
Hasta,Oral,Sintagma preposicional,derecha,Anteposición del Sintagma Preposicional,que yo ahora hasta hasta para hacer quimioterapia te dan lista de espera
Hasta,Oral,Sintagma preposicional,derecha,Anteposición del Sintagma Preposicional,Permítame que me considere un buen conocedor del Estatuto de autonomía de Cataluña / entre otras cosas / porque hasta en su redacción final en algunas partes participé de manera directa y personal
Hasta,Oral,Sintagma preposicional,derecha,Anteposición del Sintagma Preposicional,puede venirse al salón tirar todos sus cacharritos que si vas a su habitación / tiene // hasta con un lápiz se entretiene a ella / le vale todo junta todo allí
